x,y,class
919.3490034344737,550.6435828055085,0
897.3824674095872,496.15674398235535,0
904.794968329958,541.8667148420222,0
922.1540633374916,533.6325575003849,0
903.990314638191,540.4882207668843,0
897.2433281281178,512.0980751059881,0
904.1168836354055,518.8870021499658,0
894.0155764820807,514.9715738264384,0
895.6165822177809,555.3848316750638,0
922.7247136532897,514.0467123846014,0
884.1956383607132,533.8994436092895,0
892.6124156902,529.0862281376794,0
881.4544767055783,565.7158399578851,0
888.684205528879,557.6048111705842,0
912.0294831598947,572.2034272148761,0
911.4632933632124,529.9100260049031,0
922.8308650981988,541.1782445086556,0
868.4931427708983,532.591771552506,0
893.3852253520631,564.5716505597215,0
870.7569999001767,533.9131823066472,0
882.2325170263432,540.715043787267,0
903.7958989519358,536.9096116555245,0
897.2315000707308,562.0901988282062,0
881.1445888472603,548.4262948459478,0
869.0289297413643,579.3488184506193,0
896.0126917443089,595.5070765730493,0
902.6882766716247,550.8663778958538,0
903.3900095476648,575.2707502596767,0
888.1596776556213,557.713811992847,0
848.1462259399399,577.9863330374276,0
892.438607326735,578.2629375493383,0
888.4262038055998,598.1148106321434,0
877.8756162591017,590.3551777182802,0
862.4965815450205,612.629073059336,0
878.8636106005893,603.2100021673372,0
886.6136243784199,563.5789113123366,0
848.8957338169288,612.2170520790072,0
860.895405252527,568.8512656715362,0
873.9496687996495,604.6189264292565,0
886.151876625915,592.0884725521566,0
849.5875812222307,593.0661927613944,0
840.1948783572022,621.4524724851537,0
854.0061598138141,595.2267949178952,0
830.4319672852891,618.7480255262545,0
828.2949953091546,574.585943016277,0
866.6691303538672,597.9678795398677,0
842.6149268177022,627.7651440265557,0
837.267929116456,601.4358266194148,0
871.6026884176924,625.1701345853495,0
833.7994273581504,601.1686714793966,0
830.1340010095442,614.7552782900575,0
847.5981923588687,635.8589250431779,0
826.7943930731146,631.6146380388764,0
839.2580269728059,596.6466091718736,0
862.0952502888214,628.9697258078963,0
821.3422560065436,610.2192798680124,0
835.1812152810594,621.9706277336153,0
813.2911672519404,617.6974359771903,0
807.7642107285171,646.4127083984764,0
835.6907700912756,608.8868151173074,0
849.648473250701,601.24225896266,0
825.0759427331137,622.6093438596421,0
830.0826321302633,632.0353091089637,0
842.2913153877233,622.2550936489095,0
804.3485581204319,604.4955218246602,0
834.7341447417134,620.6336710149874,0
844.4819974633001,611.6624774451875,0
845.7614178785487,656.0638785121347,0
780.8479465094636,649.9510288995875,0
791.109225774319,639.6998984038061,0
807.663407329842,623.3690856377566,0
803.6534194716346,622.921679628798,0
826.1204769443351,623.5865371705054,0
778.6326011537071,652.2300366448295,0
793.5122918915524,626.4146552327194,0
792.7665587350633,633.517086702603,0
771.9963887791648,639.3376414741333,0
803.804037268114,666.3603507753844,0
777.383074704328,637.6610192280774,0
775.110542752444,662.3676109828492,0
794.0480830403911,670.0818833081862,0
796.8196751803392,662.0404443484201,0
788.3031968541626,640.2981614825089,0
734.1317144296302,674.1492716319103,0
754.0163693483667,645.779045363498,0
753.0751287200109,643.3397159870141,0
775.9628592071723,635.0912840026261,0
733.0397357959287,660.0013782769205,0
721.4179638192959,642.3986238820142,0
772.0902264786467,668.4894930455862,0
761.586395858326,661.6660873190397,0
724.781489560608,635.5198947952077,0
757.5252934896881,640.2644422873549,0
730.7560721012424,638.5883932889308,0
752.4458012380674,650.0165688948828,0
748.5223230131894,642.5044276532353,0
758.5999041104922,669.4948544972759,0
713.675316904386,649.5026765924553,0
696.3131415491856,659.6894825379308,0
711.5373472286702,659.4172662269486,0
705.6392961183714,675.2798295947044,0
712.3018368972195,682.6580127339644,0
721.2085187977898,665.3741114056345,0
695.6174218544077,647.2500588588289,0
707.203451205982,674.9439351502206,0
707.6638186169962,662.057944457624,0
700.7773916125332,689.5824002721523,0
687.4582090594827,646.9880075420607,0
681.0578074918284,680.7309733746869,0
715.1059983888908,686.5698802107479,0
687.919159593714,680.4862862926295,0
677.6823143620688,696.3114811158166,0
681.771900926607,682.6661827863841,0
698.7594457481403,665.0015890611113,0
679.4423648498589,693.9127831889012,0
676.6807334966089,692.9350600133209,0
698.2777456106401,694.0932802784256,0
675.3585798331177,675.7927008723119,0
664.7904093690327,684.7394553115269,0
646.5298866596202,701.2477887356418,0
677.6184465749964,704.0864253572622,0
696.5984609956065,669.9103013674212,0
678.6120319271897,676.3978425363482,0
667.1955332381801,679.6230901092318,0
637.7722456882016,693.7964932167137,0
636.2967232715222,675.0374126367684,0
644.4356985431673,689.4794591724925,0
661.1661728375036,705.7613753193488,0
646.0046959560729,699.6800139916755,0
659.0694759185106,683.583726187579,0
651.69260003303,704.8542220276274,0
655.4742200449615,704.9716641547747,0
638.4007934383808,667.6286559699003,0
665.0093771769062,676.8956028160608,0
646.2539618347369,658.1246223628658,0
676.477715206995,675.251853663924,0
637.8327945545175,665.3635203378891,0
638.5846495500531,685.4425162281941,0
662.9383570666306,673.9061889252331,0
651.6739992703862,679.2264140208484,0
653.7532215219342,710.1039868693257,0
617.4619630064201,703.1977477642895,0
662.5531275038617,666.9394471084308,0
620.5111780425876,664.0462427733005,0
616.1425230118757,710.3035715614473,0
633.3600278668454,705.3060336149133,0
624.4078663764974,699.2406706156337,0
637.7216377944112,712.0395474068516,0
623.9121418546927,710.4807281173795,0
616.4447318373304,681.7764390504049,0
607.4711072726748,711.0596079468411,0
623.2579765572045,702.1088079930496,0
641.8790664127465,671.7413739060622,0
611.8119193795197,660.7214324170675,0
604.8099330326341,683.6660720602945,0
592.841109863456,683.2066898418,0
616.8772257861843,673.8245484002045,0
605.5481122629235,699.2288480042615,0
576.7668992456883,669.036369393401,0
610.8396004140149,688.5974803915942,0
621.1964873003851,681.504560866804,0
589.1278493980886,699.4501281316054,0
621.5831266035455,684.1881014174265,0
612.6644882425546,673.6556011950281,0
585.2855088130264,668.2101501364368,0
610.4023529149525,706.2256071751932,0
586.7721945754358,705.6804712205064,0
558.8305047301441,704.2311826197563,0
572.4665747790061,696.1838787211967,0
577.5558337820881,674.1659871716943,0
551.7956879699169,707.38782406753,0
594.3079718283296,697.3934564033009,0
570.7843827174989,672.5988689371669,0
569.0429421783666,668.765110901755,0
552.0776820093415,685.9320660874346,0
580.4394344225103,691.7205038027284,0
571.9577502967343,661.4500518850659,0
573.4338999099904,707.8507345153164,0
571.9379302678435,660.9513714152633,0
540.5383387237752,694.6432014965743,0
529.7892155735033,686.4451180842867,0
556.7976005011668,681.2724230438961,0
536.2596813181701,703.7049599549324,0
511.2333353431244,702.7888413978187,0
514.4980233971852,695.7508565701542,0
506.1296488486558,666.9863097134432,0
561.2880723567567,695.1611866301457,0
518.7126413268984,680.1862572011347,0
542.2065183795452,697.753177362082,0
518.0017466488595,701.9882133307256,0
542.942196535634,666.7955779733403,0
496.89129774164593,672.9954322539234,0
538.3499576742838,696.334772251382,0
516.9156746746687,644.3468935373766,0
532.8513107731629,690.5462993949244,0
525.7687215101532,668.8898295000571,0
523.2291619975339,681.7346049875144,0
527.8338158534544,652.3188505209647,0
484.1592396093365,647.1512405852175,0
479.7892132727906,663.5180725529589,0
483.98162183238003,689.1933944490826,0
497.81031047144165,651.1788458878752,0
512.649964793645,688.2078893214618,0
522.2797856088507,649.1420455435111,0
493.090032365396,691.7513158091132,0
479.4935729700691,667.1520482428467,0
486.7544629704752,689.1893288580427,0
511.01350940214394,669.832010075426,0
513.9896424779962,642.4856362705216,0
506.31421658922704,687.5871294887672,0
483.1265212029129,663.51490605601,0
480.4692529717963,663.2605443365264,0
487.0490351724609,665.5965130442933,0
504.9841153387415,636.2980933817269,0
493.79572875658846,659.6172512747353,0
486.4624159057143,635.6284118371167,0
470.1753635552376,674.3422257258375,0
494.96062680966423,647.048921784856,0
477.6539510880023,649.8912014207772,0
454.0981734890662,648.4347858999137,0
502.08392782313746,644.4333363612642,0
487.49233068740705,686.0005948473936,0
502.326490382472,671.1860724519915,0
454.92464203426755,630.6841106950199,0
453.5488064772436,666.9343994800455,0
487.3713045622971,635.8279785447596,0
488.4474297168414,643.7875084761687,0
468.95596751994975,681.9299645131374,0
451.2293258030169,649.5227162507958,0
444.3863167575048,660.8989804997807,0
468.3025225725059,628.5608950615016,0
431.0972403074211,641.7060775964303,0
440.4426270487285,626.0172607467525,0
453.29736689943934,650.5399744813968,0
438.40299298251244,635.2043925608106,0
461.8530382296154,626.1148528024959,0
449.10941320382415,636.0573516621284,0
468.80277284829,655.0222392256208,0
441.252737292574,650.8232092921871,0
448.1487014174908,616.5307323247841,0
426.40219834891764,631.5120503604517,0
460.52457387858726,635.7747636004945,0
416.839981657707,619.8232403190239,0
455.24402904106074,660.1133525314655,0
442.07745742166003,612.163591625748,0
415.1072460649015,614.6275130856844,0
414.84037491941984,629.4251494130004,0
436.98818240440687,638.3136436801714,0
417.6041534282753,601.3268297888328,0
412.84236734537166,647.4084356086192,0
415.306220223754,636.5994937585224,0
400.5054812724625,630.1627702986801,0
444.96280978518314,645.7343999244875,0
405.462386807939,600.087918615464,0
414.26490770503545,602.7227582853911,0
430.47890013518094,632.5333130590728,0
416.0148612358,640.5753491961079,0
432.935787189511,613.29614960034,0
377.7921774958444,594.4300034229375,0
398.12677392593014,610.1870450221543,0
430.4699063104719,626.9538033026254,0
395.10638847252113,633.9612614053185,0
376.44864186107367,612.92418723732,0
392.4207788632435,598.5629181940944,0
387.88722552533415,610.611794226407,0
389.87129766973993,584.409767398811,0
387.8066007153151,624.3527227659007,0
398.90166896020645,596.6377988600829,0
375.1632390829223,598.5533911414345,0
403.39706600945027,598.6246642523402,0
368.75233187657784,585.3756001290769,0
410.3059824488069,614.4723142865979,0
410.5605126960581,598.8765481823109,0
358.3762575460005,618.1326571264791,0
393.1994536291804,597.4398132235283,0
355.6460660883368,618.2041457254052,0
382.8914764170548,574.7046915153794,0
351.3733704700004,579.1564388395076,0
358.53058074533783,565.6602970459002,0
398.79710172737975,563.578633123418,0
375.4975403215936,602.8020699779264,0
384.18366380033456,581.2610076241443,0
389.6530954590963,600.2650411976941,0
341.29265506566685,579.4413509041875,0
347.3351849223079,576.0208793583014,0
375.1014701921646,562.5798253053797,0
386.7404893158508,572.0984443996501,0
354.25254754306695,550.1557211812586,0
357.21923018939543,551.272102499223,0
370.00419377617567,563.2496439784361,0
387.6021018812432,551.682741550349,0
364.64775904012214,562.9413847764523,0
351.1619116414,545.8982801730084,0
343.94921698681657,546.5333837980454,0
343.6556740821663,578.8589151311875,0
331.6822572132173,536.4746139129771,0
346.9907171767122,572.0966250649141,0
345.27885798983726,564.7849654816416,0
365.2913491474029,522.8202055154662,0
339.52400711851595,560.3279622010036,0
351.86117482073513,553.0819637316583,0
327.8164400754166,520.3120338080042,0
373.3705385769627,518.6224970902636,0
339.7115084789565,509.54589252832284,0
323.7756695281434,551.5103941000282,0
345.83052776035623,548.93058974783,0
337.693285297487,509.0880549297621,0
373.86016790375663,511.7863411173591,0
364.8997432557563,517.8657768334097,0
324.98892466861736,542.6615834731175,0
330.6446715143229,514.0509239837854,0
314.92629657057637,538.1850687663982,0
357.30401815642546,512.3420830038855,0
319.4814549633447,528.1573733624716,0
344.53653572976725,505.6806154992317,0
364.1273452853641,499.8289539341724,0
334.24531644266807,528.4942516137183,0
355.35182993247986,535.8377761277509,0
322.4445410211367,537.8669078174538,0
319.5446203963696,495.8784156513865,0
356.27941234596665,516.8293860383992,0
358.74184392892516,496.97505201055026,0
336.4737038900183,503.12832210981446,0
341.0494173008798,499.25374726636664,0
338.38629778217626,496.67399539546943,0
346.3099976908335,488.8523426209851,0
337.8832402486998,495.7051635666307,0
340.56665453576727,523.3391416344377,0
313.0587616308166,474.2187020702677,0
324.6774448210063,499.24360130675154,0
353.74458434325265,481.3951305026614,0
353.20377141216863,522.7156368383468,0
315.17438911267345,522.5435288629603,0
316.68498874147696,513.4267562388179,0
325.0909837914577,482.2066594747829,0
346.1954586582362,478.3614780028538,0
342.755229689501,462.6611058533183,0
327.41450814900526,494.82179478009834,0
331.7970621802584,472.9899751678984,0
319.850801546078,472.44976288429973,0
347.2309895315327,503.2342595402175,0
344.6115457803958,479.6368464829066,0
315.8507654483165,464.4291299018941,0
340.47502508697403,487.7076106794815,0
306.35233802286155,494.43701583651745,0
350.25828335452496,461.8926476137336,0
343.34243211810013,461.80935838924955,0
352.35750531210056,498.2087998463384,0
338.578753118779,458.3068412059232,0
341.64757278402215,473.5870892910577,0
318.7341885641601,473.35330104085773,0
333.48582351678573,455.69404468748724,0
313.73382414154764,440.564417601876,0
293.885325450941,470.691950901988,0
299.9909501460222,478.701647769224,0
344.52020206817286,428.92235807826563,0
334.60774564866574,428.09566157448376,0
316.1895634742223,447.3186278294028,0
297.2453199886242,474.9788426640607,0
326.6915035948076,471.1203975036484,0
326.23574859303517,421.9353369585908,0
337.851165173981,472.669488324288,0
315.22372999936306,440.5445713212071,0
293.945023866814,426.5724478919346,0
331.5241398769789,445.0718499418111,0
303.0382482364086,456.01798176254715,0
336.60088654879905,449.1031808731475,0
321.0981264840601,455.7433643041631,0
288.0920984152453,457.5478509859317,0
311.2916040260441,419.8194261254151,0
335.38921236326826,426.05976166355924,0
311.2309298514622,440.4486303006552,0
312.97397907713423,431.4309263274038,0
287.46143908647434,432.14838257418853,0
323.34062314155716,437.57823225466814,0
324.72821621996707,411.8131608822292,0
290.5977495216613,406.8504977220918,0
285.0924517916562,425.76505166571513,0
329.56594048678886,412.86931122243686,0
336.474068973544,414.3307387909367,0
318.8125288483004,428.1654576812811,0
297.5261282931746,423.4046938288354,0
313.7874758547116,405.7967546461433,0
313.3081411498009,379.71286824878484,0
289.9596384712965,390.78160805132916,0
312.7421613330473,379.16653315025576,0
323.46463523821535,411.3929095222163,0
335.6945499327995,391.01459269538674,0
281.3788181939508,377.9686757052125,0
320.6084257946875,414.95498503040096,0
320.4365414776913,416.7260214206225,0
316.6079833236186,387.2497029796768,0
329.6913275325129,414.35005161025754,0
313.23914572250993,389.50333875802886,0
309.18810444603463,360.79451215434216,0
305.22375710785485,369.47072630414056,0
283.21380906415993,379.5844620734447,0
319.7929686959238,371.27903414942097,0
320.1543351016091,367.1431474987038,0
291.8692056934126,348.0763676089481,0
279.860201366816,392.50025827426174,0
308.50007678747585,364.9638282103205,0
321.90677709947397,348.47413535307794,0
285.9072731077479,388.4535925281285,0
309.53934634579434,361.2395660631978,0
328.2122830106164,369.5834357264186,0
283.7301711458168,338.460683458926,0
303.218868444857,340.71722352100016,0
306.86358584636514,357.5681452395866,0
282.4214161660425,321.9598794968766,0
313.7038727614035,356.5080839579841,0
326.3090166585732,327.63590245680246,0
298.7549792919798,363.726802576856,0
286.37895860261534,314.4899638445549,0
287.328737071284,316.675423682284,0
292.44054920204536,343.5335443378675,0
322.6420752059074,326.451463661576,0
285.679225217391,324.4876516128307,0
323.06308207235367,322.03128652875523,0
289.4088009301844,350.75395340372916,0
306.1797301360351,326.4806030486499,0
311.27998671749793,330.2238494664284,0
283.0260650016474,302.23316919738454,0
287.1671993690988,335.5820422477482,0
314.0621033208623,311.5671210364443,0
338.76898113549464,295.4989401392805,0
312.9912323106701,302.8506266586074,0
335.00634371018987,307.06814434036306,0
313.6069007997895,289.0223792399673,0
303.50601212591175,291.0213901341357,0
321.82814797153895,277.32166760832325,0
322.8699306680752,320.50050250380673,0
302.6275247337724,321.1829746227868,0
317.35290858735976,293.259198050419,0
290.7200500221812,285.2698718211717,0
304.38312670360006,282.84227415656346,0
298.71302439822125,292.57956480678155,0
291.0454919433906,310.273397621171,0
317.20531158854806,290.02359041159445,0
313.47673474612554,293.2236985771102,0
319.6033028484468,275.1699482074985,0
308.44996248324685,256.95634420798103,0
312.7740713813446,296.3615506256092,0
327.68035795754537,245.15290206328248,0
344.39128714197506,256.2943567707624,0
347.70407137892676,276.2213444551486,0
310.3805020392757,294.0593159604881,0
340.66843674945693,275.780461963975,0
349.4381030631539,244.789698360975,0
335.67166239730375,249.8273933781614,0
325.9157558178872,252.3611481729187,0
354.5430281364692,258.696111109033,0
344.05463673904865,282.2478436101788,0
315.7470762537834,250.58617035244976,0
346.48216952094486,251.7210451743716,0
363.18323117156115,256.20989450744725,0
345.9884849745322,261.3605638109821,0
328.9140317925989,247.80258388262837,0
353.4309492229062,229.63838151136426,0
314.5001074008951,263.02701737279585,0
335.52564585220415,218.17496213745892,0
329.818176924836,242.4993391594182,0
349.9375369110145,254.16168021850206,0
350.1698244510543,220.1704506035701,0
335.51343273537407,220.79138974102187,0
326.9290914639908,230.11823672581798,0
378.51193507299143,224.2516341412366,0
357.08009941093235,224.7724980720694,0
373.8479154245988,210.63782221663993,0
331.46042063599754,208.54851186865682,0
373.85181261777376,227.11932776169576,0
371.1818393971852,235.9532862465684,0
344.9513829005997,205.15734640634432,0
388.35439038244647,223.31709841719913,0
387.5033702189572,190.3273205739796,0
337.0788521465033,187.6679987282286,0
345.42840519866667,188.67352881924296,0
387.25416658739476,192.1622446476613,0
401.67653432538543,222.88345561858554,0
373.7912844388692,192.88954871514125,0
399.05181841646163,209.1953711363114,0
384.583390679166,190.0197539156442,0
393.91083591658526,197.98088111519718,0
393.32357953713506,189.34180593049015,0
369.59961064725417,219.68803504895902,0
359.5813098876872,170.1896536693915,0
372.2683796586646,181.54905353857444,0
396.81127966583415,183.16597080042703,0
378.48259460616686,209.60672928709823,0
386.0198675714632,211.5478402168523,0
395.27469660580783,214.5720232260923,0
417.962862120159,214.18058162288517,0
382.9682412390083,199.1106311598,0
386.3618167049655,203.1369513738128,0
404.0924466136903,169.60613543937666,0
394.9435475482664,153.99297376749303,0
418.54321284646363,182.37945938760365,0
391.9239089668726,174.7455357978505,0
430.5640036476437,150.54174402616,0
428.04673929020123,181.08867652224495,0
396.55372734019124,167.26912949298435,0
407.6803159268127,155.5555682555355,0
383.08033015196384,152.9898487942105,0
406.158260547252,182.89684884550405,0
399.043309471144,173.93950377732617,0
447.18017562783723,152.92629924056297,0
396.123001773492,189.4356766882691,0
417.0947213660549,186.8877709005124,0
440.3522210950241,159.03561467130945,0
408.39656829953003,143.49142228012278,0
413.2074878415065,183.56077358444682,0
415.7495264394117,183.24763166119837,0
437.0684568496047,183.8897249385421,0
460.5380945805654,175.67863443481565,0
450.6458859710634,172.3229762905559,0
457.68527260449673,155.97639882758145,0
439.68929412537676,145.6542053758089,0
468.5807431682056,149.1506581398647,0
442.50589375558934,138.4017021304935,0
430.458334380679,135.52073033881013,0
441.51617448935826,132.04395306586767,0
483.6510967169387,171.65725556102478,0
471.643445272144,175.9907784701183,0
489.6731733079552,156.2815839419343,0
491.1507413820443,148.18668085304964,0
458.0936804633614,158.6140797761534,0
472.2085718512409,120.17899952353093,0
484.22837820375264,170.1593424362136,0
512.5655494492858,166.04688715376375,0
478.32320094871966,136.70062117831134,0
479.15850744062567,156.17037208376084,0
